RequesterAnnotation,Title,WorkerId,RequesterFeedback,CreationTime,AssignmentDurationInSeconds,AcceptTime,HITId,Reject,Answer.Q2,RejectionTime,ApprovalTime,Answer.Q5,Description,Input.tweet6,Last30DaysApprovalRate,AutoApprovalTime,Answer.comment,Answer.Q0,AssignmentStatus,NumberOfSimilarHITs,Input.label,AssignmentId,WorkTimeInSeconds,HITTypeId,Expiration,Answer.Q8,Answer.Q9,Answer.Q6,Answer.Q7,Answer.Q4,Reward,Input.control,Answer.Q3,LifetimeInSeconds,Answer.Q1,AutoApprovalDelayInSeconds,MaxAssignments,LifetimeApprovalRate,Input.tweet7,SubmitTime,Input.tweet5,Input.tweet4,Input.tweet3,Input.tweet2,Input.tweet1,Input.tweet0,Keywords,Approve,Last7DaysApprovalRate,Input.tweet9,Input.tweet8
BatchId:1270462;,Label the sentiment of each tweet about Microsoft,A1UYEKLO65NE9A,,Wed Sep 18 05:26:33 GMT 2013,1800,Wed Sep 18 06:29:26 GMT 2013,2U0PDOBDDP8PP0P0RYZXVB3Q5QH2DI,X,Choice3,,2013/09/18 14:30:17 +0000,Choice4,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.","Xbox Music Expands to iOS, Android: Xbox Music is breaking out of the Microsoft box. The on-demand... http://t.co/1xQlZvpqBr #billboard",100% (63/63),Wed Sep 18 14:30:11 GMT 2013,,Choice4,Approved,,positive,2JUNJKM05BMJZYM4AN7TY9RAFCNCHI,45,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Wed Sep 25 05:26:33 GMT 2013,Choice4,Choice6,Choice4,Choice3,Choice4,$0.05 ,2,Choice4,,Choice4,28800,3,100% (63/63),"Xbox Music launches on iOS and Android, free streaming on the web: Microsoft is expanding its Xbox Music servi... http://t.co/kMH9juyKI7",Wed Sep 18 06:30:11 GMT 2013,Microsoft releases Xbox Music for iOS with ad-free music streaming and cross-platform syncing http://t.co/X1GtQ2yRHy #apple,"RT @ericbuenning: #BreakingBad episode recap, done in Microsoft Paint. http://t.co/Ipr0gbbX8W","With Android plateauing, can Microsoft take advantage? - Indian Express http://t.co/2y2NfjH7jH #android","If you have Windows 8, you can get personalize your computer and get amazing themes from the Microsoft website. http://t.co/Vzh2lTlDlP","Microsoft Expands Xbox Music Service to Android, Apple Devices Businessweek Microsoft Corp. (MSFT:US) is http://t.co/SMsVsu5C5p #Android",RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,twitter sentiment analysis microsoft positive neutral negative,,100% (63/63),Computerworld: NZs ISVs one of top adopters of the Azure platform: Microsoft http://t.co/blHINVXOxu,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong
BatchId:1270462;,Label the sentiment of each tweet about Microsoft,A3B474LIYGQ6DO,,Wed Sep 18 05:26:33 GMT 2013,1800,Wed Sep 18 06:15:12 GMT 2013,2U0PDOBDDP8PP0P0RYZXVB3Q5QH2DI,,Choice5,,2013/09/18 14:20:17 +0000,Choice5,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.","Xbox Music Expands to iOS, Android: Xbox Music is breaking out of the Microsoft box. The on-demand... http://t.co/1xQlZvpqBr #billboard",100% (27/27),Wed Sep 18 14:16:31 GMT 2013,NICE ATTEMPT,Choice5,Approved,,positive,2PVQ0JG5TYMNI03HIU691SSH5LIGKZ,79,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Wed Sep 25 05:26:33 GMT 2013,Choice5,Choice3,Choice5,Choice5,Choice5,$0.05 ,2,Choice4,,Choice5,28800,3,100% (27/27),"Xbox Music launches on iOS and Android, free streaming on the web: Microsoft is expanding its Xbox Music servi... http://t.co/kMH9juyKI7",Wed Sep 18 06:16:31 GMT 2013,Microsoft releases Xbox Music for iOS with ad-free music streaming and cross-platform syncing http://t.co/X1GtQ2yRHy #apple,"RT @ericbuenning: #BreakingBad episode recap, done in Microsoft Paint. http://t.co/Ipr0gbbX8W","With Android plateauing, can Microsoft take advantage? - Indian Express http://t.co/2y2NfjH7jH #android","If you have Windows 8, you can get personalize your computer and get amazing themes from the Microsoft website. http://t.co/Vzh2lTlDlP","Microsoft Expands Xbox Music Service to Android, Apple Devices Businessweek Microsoft Corp. (MSFT:US) is http://t.co/SMsVsu5C5p #Android",RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,twitter sentiment analysis microsoft positive neutral negative,X,100% (27/27),Computerworld: NZs ISVs one of top adopters of the Azure platform: Microsoft http://t.co/blHINVXOxu,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong
BatchId:1270462;,Label the sentiment of each tweet about Microsoft,A3C3GL62N7ITA9,,Wed Sep 18 05:26:33 GMT 2013,1800,Wed Sep 18 07:25:28 GMT 2013,2VG5COW0LGRZ9CHXT6364NUZYU9Y72,,Choice4,,2013/09/18 15:30:17 +0000,Choice4,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",Free Xbox Live - Free Microsoft Points! http://t.co/fH1F0DyUK6,100% (12/12),Wed Sep 18 15:25:59 GMT 2013,,Choice4,Approved,,positive,26TVP9746OQ1YRVWLBX7951QSW71LQ,31,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Wed Sep 25 05:26:33 GMT 2013,Choice4,Choice2,Choice4,Choice4,Choice5,$0.05 ,0,Choice4,,Choice4,28800,3,100% (12/12),RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,Wed Sep 18 07:25:59 GMT 2013,microsoft office 2007  windows xp torrent:   -   !   ... http://t.co/mHXG9qOaAa,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,"As Elop returns to Microsoft, odds shift for CEO choice  http://t.co/wrlwpvNmgA","RT @ericbuenning: #BreakingBad episode recap, done in Microsoft Paint. http://t.co/Ipr0gbbX8W","RT @ericbuenning: #BreakingBad episode recap, done in Microsoft Paint. http://t.co/Ipr0gbbX8W","#Tech Microsoft Bringing Xbox Music To Android  Unlimited Streaming For Subscribers, No Offline Mode http://t.co/hcc8qyEYdq #Onlireeks",twitter sentiment analysis microsoft positive neutral negative,X,100% (12/12),"""Suprieur Logiciel added you to list code_psn/microsoft-points-gnrer-2"" wtf?","RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t."
BatchId:1270462;,Label the sentiment of each tweet about Microsoft,ALSHA3DAWJWRO,,Wed Sep 18 05:26:33 GMT 2013,1800,Wed Sep 18 07:20:29 GMT 2013,2VG5COW0LGRZ9CHXT6364NUZYU9Y72,,Choice4,,2013/09/18 15:25:16 +0000,Choice4,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",Free Xbox Live - Free Microsoft Points! http://t.co/fH1F0DyUK6,100% (18/18),Wed Sep 18 15:21:18 GMT 2013,,Choice4,Approved,,positive,2GKK9RJ85OZI5IMSOVGMXOQ5MG7V7Y,49,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Wed Sep 25 05:26:33 GMT 2013,Choice4,Choice3,Choice4,Choice4,Choice5,$0.05 ,0,Choice4,,Choice4,28800,3,100% (18/18),RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,Wed Sep 18 07:21:18 GMT 2013,microsoft office 2007  windows xp torrent:   -   !   ... http://t.co/mHXG9qOaAa,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,"As Elop returns to Microsoft, odds shift for CEO choice  http://t.co/wrlwpvNmgA","RT @ericbuenning: #BreakingBad episode recap, done in Microsoft Paint. http://t.co/Ipr0gbbX8W","RT @ericbuenning: #BreakingBad episode recap, done in Microsoft Paint. http://t.co/Ipr0gbbX8W","#Tech Microsoft Bringing Xbox Music To Android  Unlimited Streaming For Subscribers, No Offline Mode http://t.co/hcc8qyEYdq #Onlireeks",twitter sentiment analysis microsoft positive neutral negative,X,100% (18/18),"""Suprieur Logiciel added you to list code_psn/microsoft-points-gnrer-2"" wtf?","RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t."
BatchId:1270462;,Label the sentiment of each tweet about Microsoft,A2PD2KNS6LE5V0,,Wed Sep 18 05:26:33 GMT 2013,1800,Wed Sep 18 07:26:01 GMT 2013,2VG5COW0LGRZ9CHXT6364NUZYU9Y72,,Choice3,,2013/09/18 15:30:17 +0000,Choice6,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",Free Xbox Live - Free Microsoft Points! http://t.co/fH1F0DyUK6,100% (14/14),Wed Sep 18 15:27:08 GMT 2013,,Choice4,Approved,,positive,2Z7E4EGDHDM2BPDON8QWFHEZE8XLBS,67,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Wed Sep 25 05:26:33 GMT 2013,Choice6,Choice3,Choice4,Choice3,Choice4,$0.05 ,0,Choice4,,Choice6,28800,3,100% (14/14),RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,Wed Sep 18 07:27:08 GMT 2013,microsoft office 2007  windows xp torrent:   -   !   ... http://t.co/mHXG9qOaAa,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,"As Elop returns to Microsoft, odds shift for CEO choice  http://t.co/wrlwpvNmgA","RT @ericbuenning: #BreakingBad episode recap, done in Microsoft Paint. http://t.co/Ipr0gbbX8W","RT @ericbuenning: #BreakingBad episode recap, done in Microsoft Paint. http://t.co/Ipr0gbbX8W","#Tech Microsoft Bringing Xbox Music To Android  Unlimited Streaming For Subscribers, No Offline Mode http://t.co/hcc8qyEYdq #Onlireeks",twitter sentiment analysis microsoft positive neutral negative,X,100% (14/14),"""Suprieur Logiciel added you to list code_psn/microsoft-points-gnrer-2"" wtf?","RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t."
BatchId:1270462;,Label the sentiment of each tweet about Microsoft,A1UYEKLO65NE9A,,Wed Sep 18 05:26:33 GMT 2013,1800,Wed Sep 18 06:19:51 GMT 2013,27GN5F3Q0JG5Z2RTQHPBD9F9U9AGCF,,Choice3,,2013/09/18 14:25:16 +0000,Choice3,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.","New post: Microsoft launches Xbox Music across iOS and Android, adds free streaming on the Web http://t.co/1izonSlmFu",100% (63/63),Wed Sep 18 14:20:56 GMT 2013,,Choice4,Approved,,positive,224M6IAA2SEI0YZ6E9HKTA4IQCOMMH,65,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Wed Sep 25 05:26:33 GMT 2013,Choice3,Choice5,Choice4,Choice3,Choice4,$0.05 ,3,Choice4,,Choice4,28800,3,100% (63/63),Read Ballmers Letter About Nokia Deal -  Microsoft CEO Steve Ballmer sent the following letter to Microsoft... http://t.co/gsuTnNO3IZ,Wed Sep 18 06:20:56 GMT 2013,"RT @yaboybillnye: most recent google searches: ""infinite dimensions theory"" ""dopest animal hybrids"" ""Jane Goodall nip slip?"" ""how do I open","RT @OverdriveMG: Xbox Music Expands to iOS, Android: Xbox Music is breaking out of the Microsoft box. The on-demand... http://t.co/1xQlZvpq",RT @Jalasvirta: Four Ways Microsofts Nokia Deal Might Succeed in the Long Run http://t.co/snkzQaRvPR &gt;@TechReview,Fans ! September deals on #Microsoft #Surface ! Check out the full details here &gt; http://t.co/6KHtdUhCPD #TMProducts,"Customer Analysis Software for Microsoft Excel http://t.co/EiyXhJakZQ""",RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,twitter sentiment analysis microsoft positive neutral negative,X,100% (63/63),"#Microsoft readies a tsunami of patches for #Windows, IE, Office http://t.co/EXgOZjapK1","With Android plateauing, can Microsoft take advantage? - Indian Express http://t.co/c7mGQ7xEtm #android"
BatchId:1270462;,Label the sentiment of each tweet about Microsoft,A3PDKI5EE5ZC5B,,Wed Sep 18 05:26:33 GMT 2013,1800,Wed Sep 18 06:41:23 GMT 2013,27GN5F3Q0JG5Z2RTQHPBD9F9U9AGCF,,Choice4,,2013/09/18 14:45:16 +0000,Choice6,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.","New post: Microsoft launches Xbox Music across iOS and Android, adds free streaming on the Web http://t.co/1izonSlmFu",100% (23/23),Wed Sep 18 14:43:11 GMT 2013,,Choice4,Approved,,positive,25Y6RLPHIT3H10F1Y3X2WJQ29RL9HZ,108,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Wed Sep 25 05:26:33 GMT 2013,Choice6,Choice3,Choice4,Choice4,Choice4,$0.05 ,3,Choice4,,Choice4,28800,3,100% (23/23),Read Ballmers Letter About Nokia Deal -  Microsoft CEO Steve Ballmer sent the following letter to Microsoft... http://t.co/gsuTnNO3IZ,Wed Sep 18 06:43:11 GMT 2013,"RT @yaboybillnye: most recent google searches: ""infinite dimensions theory"" ""dopest animal hybrids"" ""Jane Goodall nip slip?"" ""how do I open","RT @OverdriveMG: Xbox Music Expands to iOS, Android: Xbox Music is breaking out of the Microsoft box. The on-demand... http://t.co/1xQlZvpq",RT @Jalasvirta: Four Ways Microsofts Nokia Deal Might Succeed in the Long Run http://t.co/snkzQaRvPR &gt;@TechReview,Fans ! September deals on #Microsoft #Surface ! Check out the full details here &gt; http://t.co/6KHtdUhCPD #TMProducts,"Customer Analysis Software for Microsoft Excel http://t.co/EiyXhJakZQ""",RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,twitter sentiment analysis microsoft positive neutral negative,X,100% (23/23),"#Microsoft readies a tsunami of patches for #Windows, IE, Office http://t.co/EXgOZjapK1","With Android plateauing, can Microsoft take advantage? - Indian Express http://t.co/c7mGQ7xEtm #android"
BatchId:1270462;,Label the sentiment of each tweet about Microsoft,A3B474LIYGQ6DO,,Wed Sep 18 05:26:33 GMT 2013,1800,Wed Sep 18 06:11:01 GMT 2013,27GN5F3Q0JG5Z2RTQHPBD9F9U9AGCF,,Choice3,,2013/09/18 14:15:17 +0000,Choice6,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.","New post: Microsoft launches Xbox Music across iOS and Android, adds free streaming on the Web http://t.co/1izonSlmFu",100% (27/27),Wed Sep 18 14:12:45 GMT 2013,NICE ATTEMPT,Choice5,Approved,,positive,2P30HFL42J1L49DHLNYM9IGFS1TM19,104,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Wed Sep 25 05:26:33 GMT 2013,Choice6,Choice3,Choice5,Choice3,Choice5,$0.05 ,3,Choice4,,Choice4,28800,3,100% (27/27),Read Ballmers Letter About Nokia Deal -  Microsoft CEO Steve Ballmer sent the following letter to Microsoft... http://t.co/gsuTnNO3IZ,Wed Sep 18 06:12:45 GMT 2013,"RT @yaboybillnye: most recent google searches: ""infinite dimensions theory"" ""dopest animal hybrids"" ""Jane Goodall nip slip?"" ""how do I open","RT @OverdriveMG: Xbox Music Expands to iOS, Android: Xbox Music is breaking out of the Microsoft box. The on-demand... http://t.co/1xQlZvpq",RT @Jalasvirta: Four Ways Microsofts Nokia Deal Might Succeed in the Long Run http://t.co/snkzQaRvPR &gt;@TechReview,Fans ! September deals on #Microsoft #Surface ! Check out the full details here &gt; http://t.co/6KHtdUhCPD #TMProducts,"Customer Analysis Software for Microsoft Excel http://t.co/EiyXhJakZQ""",RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,twitter sentiment analysis microsoft positive neutral negative,X,100% (27/27),"#Microsoft readies a tsunami of patches for #Windows, IE, Office http://t.co/EXgOZjapK1","With Android plateauing, can Microsoft take advantage? - Indian Express http://t.co/c7mGQ7xEtm #android"
BatchId:1270462;,Label the sentiment of each tweet about Microsoft,A2RYLSV8FIZS0D,,Wed Sep 18 05:26:33 GMT 2013,1800,Wed Sep 18 06:35:42 GMT 2013,29E6NG1FS3NYTNG4TM6Z1ZL2Z8HZL2,X,Choice3,,2013/09/18 14:40:17 +0000,Choice6,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,100% (21/21),Wed Sep 18 14:37:27 GMT 2013,,Choice2,Approved,,positive,2G2UC26DG67D7181E0B0LOK2RYK6DC,105,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Wed Sep 25 05:26:33 GMT 2013,Choice6,Choice3,Choice2,Choice3,Choice6,$0.05 ,2,Choice3,,Choice3,28800,3,100% (21/21),microsoft office 2007  windows xp torrent:   -   !   ... http://t.co/EkjKr5JnQo,Wed Sep 18 06:37:27 GMT 2013,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,someday I will replace Bill Gates at Microsoft Corp. and I'm believe it,"RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t.",@FinancialXpress windows 8 is a gamechanger looks interesting if kitkat fails and Microsoft comes with impt future is competitive.,"Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/4EDGFBBUKp","If you can't comprehend Microsoft Word, I can't with you",twitter sentiment analysis microsoft positive neutral negative,,100% (21/21),Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/sEc0ob4WFz,Microsoft Menangkan Paten Lawan Motorola | KOMPAS TEKNO http://t.co/OxKhyVAHzC #CCR
BatchId:1270462;,Label the sentiment of each tweet about Microsoft,AFAJMHG41F7Q9,,Wed Sep 18 05:26:33 GMT 2013,1800,Wed Sep 18 06:56:18 GMT 2013,29E6NG1FS3NYTNG4TM6Z1ZL2Z8HZL2,X,Choice3,,2013/09/18 15:00:17 +0000,Choice4,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,100% (26/26),Wed Sep 18 14:57:55 GMT 2013,,Choice4,Approved,,positive,2HWJ79KQW618T8B0B03DD5XCMD5JLA,97,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Wed Sep 25 05:26:33 GMT 2013,Choice4,Choice4,Choice4,Choice3,Choice3,$0.05 ,2,Choice4,,Choice4,28800,3,100% (26/26),microsoft office 2007  windows xp torrent:   -   !   ... http://t.co/EkjKr5JnQo,Wed Sep 18 06:57:55 GMT 2013,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,someday I will replace Bill Gates at Microsoft Corp. and I'm believe it,"RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t.",@FinancialXpress windows 8 is a gamechanger looks interesting if kitkat fails and Microsoft comes with impt future is competitive.,"Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/4EDGFBBUKp","If you can't comprehend Microsoft Word, I can't with you",twitter sentiment analysis microsoft positive neutral negative,,100% (26/26),Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/sEc0ob4WFz,Microsoft Menangkan Paten Lawan Motorola | KOMPAS TEKNO http://t.co/OxKhyVAHzC #CCR
BatchId:1270462;,Label the sentiment of each tweet about Microsoft,A2FX9JQSS8NL7K,,Wed Sep 18 05:26:33 GMT 2013,1800,Wed Sep 18 06:21:24 GMT 2013,29E6NG1FS3NYTNG4TM6Z1ZL2Z8HZL2,X,Choice3,,2013/09/18 14:25:16 +0000,Choice4,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,100% (27/27),Wed Sep 18 14:22:02 GMT 2013,,Choice1,Approved,,positive,2UO4ZMAZHHRRRJV628EV0H1KP8QBKD,38,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Wed Sep 25 05:26:33 GMT 2013,Choice4,Choice3,Choice1,Choice3,Choice2,$0.05 ,2,Choice4,,Choice5,28800,3,100% (27/27),microsoft office 2007  windows xp torrent:   -   !   ... http://t.co/EkjKr5JnQo,Wed Sep 18 06:22:02 GMT 2013,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,someday I will replace Bill Gates at Microsoft Corp. and I'm believe it,"RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t.",@FinancialXpress windows 8 is a gamechanger looks interesting if kitkat fails and Microsoft comes with impt future is competitive.,"Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/4EDGFBBUKp","If you can't comprehend Microsoft Word, I can't with you",twitter sentiment analysis microsoft positive neutral negative,,100% (27/27),Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/sEc0ob4WFz,Microsoft Menangkan Paten Lawan Motorola | KOMPAS TEKNO http://t.co/OxKhyVAHzC #CCR
BatchId:1270462;,Label the sentiment of each tweet about Microsoft,A2PD2KNS6LE5V0,,Wed Sep 18 05:26:33 GMT 2013,1800,Wed Sep 18 07:12:02 GMT 2013,2P4Z9O9Z6KW45QF5V2IRUFQ0Q463CV,X,Choice3,,2013/09/18 15:15:16 +0000,Choice3,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",( o)- RT @liputan6dotcom: Microsoft Pangkas Harga Nokia Lumia 1020 Hingga Rp 1 Jutaan http://t.co/0M8uZzoD1B,100% (14/14),Wed Sep 18 15:13:28 GMT 2013,,Choice4,Approved,,negative,2D9VWAVKI62NPU77LNQ9IQH6J44IQN,86,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Wed Sep 25 05:26:33 GMT 2013,Choice3,Choice2,Choice4,Choice3,Choice3,$0.05 ,2,Choice4,,Choice3,28800,3,100% (14/14),"""@CBSDenver: RT @CBSNews: Microsoft buying Nokia's devices, services unit for $7.2B http://t.co/tPgsjRpl7k""",Wed Sep 18 07:13:28 GMT 2013,Microsoft Takes Xbox Music to Rival Devices http://t.co/8TZpNtwgmO,would be cool if #Sony &amp; #Microsoft could use same online formats for multiplayer games. Then don't need same system for online multiplayer.,"RT @deniseleeyohn: Samsung Vs Microsoft http://t.co/Dru1j2uqXM via @scottdavisshift |""clarity in positioning pushes all of us into new &amp; im",Bon voyage #SteveBallmer under whose hamhanded management #Microsoft has so badly faltered and lost major market share to #APL,"RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t.","Great results, awesome rewards just for searching with Bing. Join @BingRewards! I'll get a nice bonus too: http://t.co/KkFZQbE5hz",twitter sentiment analysis microsoft positive neutral negative,,100% (14/14),"With Android plateauing, can Microsoft take advantage? - Indian Express http://t.co/PymgxOHrrL #android","Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/XAMCFSVRRm #android"
BatchId:1270462;,Label the sentiment of each tweet about Microsoft,AH1OF8SMYHFGO,,Wed Sep 18 05:26:33 GMT 2013,1800,Wed Sep 18 06:40:57 GMT 2013,2P4Z9O9Z6KW45QF5V2IRUFQ0Q463CV,X,Choice3,,2013/09/18 15:00:17 +0000,Choice4,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",( o)- RT @liputan6dotcom: Microsoft Pangkas Harga Nokia Lumia 1020 Hingga Rp 1 Jutaan http://t.co/0M8uZzoD1B,100% (31/31),Wed Sep 18 15:00:04 GMT 2013,,Choice6,Approved,,negative,2HIEOZFYQS1CYXRUTIID14IC9YGLI0,1147,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Wed Sep 25 05:26:33 GMT 2013,Choice4,Choice2,Choice6,Choice3,Choice3,$0.05 ,2,Choice4,,Choice3,28800,3,100% (31/31),"""@CBSDenver: RT @CBSNews: Microsoft buying Nokia's devices, services unit for $7.2B http://t.co/tPgsjRpl7k""",Wed Sep 18 07:00:04 GMT 2013,Microsoft Takes Xbox Music to Rival Devices http://t.co/8TZpNtwgmO,would be cool if #Sony &amp; #Microsoft could use same online formats for multiplayer games. Then don't need same system for online multiplayer.,"RT @deniseleeyohn: Samsung Vs Microsoft http://t.co/Dru1j2uqXM via @scottdavisshift |""clarity in positioning pushes all of us into new &amp; im",Bon voyage #SteveBallmer under whose hamhanded management #Microsoft has so badly faltered and lost major market share to #APL,"RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t.","Great results, awesome rewards just for searching with Bing. Join @BingRewards! I'll get a nice bonus too: http://t.co/KkFZQbE5hz",twitter sentiment analysis microsoft positive neutral negative,,100% (31/31),"With Android plateauing, can Microsoft take advantage? - Indian Express http://t.co/PymgxOHrrL #android","Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/XAMCFSVRRm #android"
