HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.tweet0,Input.tweet1,Input.tweet2,Input.tweet3,Input.tweet4,Input.tweet5,Input.tweet6,Input.tweet7,Input.tweet8,Input.tweet9,Input.control,Input.label,Answer.Q0,Answer.Q1,Answer.Q2,Answer.Q3,Answer.Q4,Answer.Q5,Answer.Q6,Answer.Q7,Answer.Q8,Answer.Q9,Answer.comment,Approve,Reject
2VG5COW0LGRZ9CHXT6364NUZYU9Y72,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:33 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:33 GMT 2013,,,2GKK9RJ85OZI5IMSOVGMXOQ5MG7V7Y,ALSHA3DAWJWRO,Approved,Wed Sep 18 07:20:29 GMT 2013,Wed Sep 18 07:21:18 GMT 2013,Wed Sep 18 15:21:18 GMT 2013,2013/09/18 15:25:16 +0000,,,49,100% (18/18),100% (18/18),100% (18/18),"#Tech Microsoft Bringing Xbox Music To Android  Unlimited Streaming For Subscribers, No Offline Mode http://t.co/hcc8qyEYdq #Onlireeks","RT @ericbuenning: #BreakingBad episode recap, done in Microsoft Paint. http://t.co/Ipr0gbbX8W","RT @ericbuenning: #BreakingBad episode recap, done in Microsoft Paint. http://t.co/Ipr0gbbX8W","As Elop returns to Microsoft, odds shift for CEO choice  http://t.co/wrlwpvNmgA",RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,microsoft office 2007  windows xp torrent:   -   !   ... http://t.co/mHXG9qOaAa,Free Xbox Live - Free Microsoft Points! http://t.co/fH1F0DyUK6,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,"RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t.","""Suprieur Logiciel added you to list code_psn/microsoft-points-gnrer-2"" wtf?",0,positive,Choice4,Choice4,Choice4,Choice4,Choice5,Choice4,Choice4,Choice4,Choice4,Choice3,,,
2VG5COW0LGRZ9CHXT6364NUZYU9Y72,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:33 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:33 GMT 2013,,,2Z7E4EGDHDM2BPDON8QWFHEZE8XLBS,A2PD2KNS6LE5V0,Approved,Wed Sep 18 07:26:01 GMT 2013,Wed Sep 18 07:27:08 GMT 2013,Wed Sep 18 15:27:08 GMT 2013,2013/09/18 15:30:17 +0000,,,67,100% (14/14),100% (14/14),100% (14/14),"#Tech Microsoft Bringing Xbox Music To Android  Unlimited Streaming For Subscribers, No Offline Mode http://t.co/hcc8qyEYdq #Onlireeks","RT @ericbuenning: #BreakingBad episode recap, done in Microsoft Paint. http://t.co/Ipr0gbbX8W","RT @ericbuenning: #BreakingBad episode recap, done in Microsoft Paint. http://t.co/Ipr0gbbX8W","As Elop returns to Microsoft, odds shift for CEO choice  http://t.co/wrlwpvNmgA",RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,microsoft office 2007  windows xp torrent:   -   !   ... http://t.co/mHXG9qOaAa,Free Xbox Live - Free Microsoft Points! http://t.co/fH1F0DyUK6,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,"RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t.","""Suprieur Logiciel added you to list code_psn/microsoft-points-gnrer-2"" wtf?",0,positive,Choice4,Choice6,Choice3,Choice4,Choice4,Choice6,Choice4,Choice3,Choice6,Choice3,,,
27GN5F3Q0JG5Z2RTQHPBD9F9U9AGCF,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:33 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:33 GMT 2013,,,224M6IAA2SEI0YZ6E9HKTA4IQCOMMH,A1UYEKLO65NE9A,Approved,Wed Sep 18 06:19:51 GMT 2013,Wed Sep 18 06:20:56 GMT 2013,Wed Sep 18 14:20:56 GMT 2013,2013/09/18 14:25:16 +0000,,,65,100% (63/63),100% (63/63),100% (63/63),RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,"Customer Analysis Software for Microsoft Excel http://t.co/EiyXhJakZQ""",Fans ! September deals on #Microsoft #Surface ! Check out the full details here &gt; http://t.co/6KHtdUhCPD #TMProducts,RT @Jalasvirta: Four Ways Microsofts Nokia Deal Might Succeed in the Long Run http://t.co/snkzQaRvPR &gt;@TechReview,"RT @OverdriveMG: Xbox Music Expands to iOS, Android: Xbox Music is breaking out of the Microsoft box. The on-demand... http://t.co/1xQlZvpq","RT @yaboybillnye: most recent google searches: ""infinite dimensions theory"" ""dopest animal hybrids"" ""Jane Goodall nip slip?"" ""how do I open","New post: Microsoft launches Xbox Music across iOS and Android, adds free streaming on the Web http://t.co/1izonSlmFu",Read Ballmers Letter About Nokia Deal -  Microsoft CEO Steve Ballmer sent the following letter to Microsoft... http://t.co/gsuTnNO3IZ,"With Android plateauing, can Microsoft take advantage? - Indian Express http://t.co/c7mGQ7xEtm #android","#Microsoft readies a tsunami of patches for #Windows, IE, Office http://t.co/EXgOZjapK1",3,postive,Choice4,Choice4,Choice3,Choice4,Choice4,Choice3,Choice4,Choice3,Choice3,Choice5,,,
27GN5F3Q0JG5Z2RTQHPBD9F9U9AGCF,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:33 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:33 GMT 2013,,,25Y6RLPHIT3H10F1Y3X2WJQ29RL9HZ,A3PDKI5EE5ZC5B,Approved,Wed Sep 18 06:41:23 GMT 2013,Wed Sep 18 06:43:11 GMT 2013,Wed Sep 18 14:43:11 GMT 2013,2013/09/18 14:45:16 +0000,,,108,100% (23/23),100% (23/23),100% (23/23),RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,"Customer Analysis Software for Microsoft Excel http://t.co/EiyXhJakZQ""",Fans ! September deals on #Microsoft #Surface ! Check out the full details here &gt; http://t.co/6KHtdUhCPD #TMProducts,RT @Jalasvirta: Four Ways Microsofts Nokia Deal Might Succeed in the Long Run http://t.co/snkzQaRvPR &gt;@TechReview,"RT @OverdriveMG: Xbox Music Expands to iOS, Android: Xbox Music is breaking out of the Microsoft box. The on-demand... http://t.co/1xQlZvpq","RT @yaboybillnye: most recent google searches: ""infinite dimensions theory"" ""dopest animal hybrids"" ""Jane Goodall nip slip?"" ""how do I open","New post: Microsoft launches Xbox Music across iOS and Android, adds free streaming on the Web http://t.co/1izonSlmFu",Read Ballmers Letter About Nokia Deal -  Microsoft CEO Steve Ballmer sent the following letter to Microsoft... http://t.co/gsuTnNO3IZ,"With Android plateauing, can Microsoft take advantage? - Indian Express http://t.co/c7mGQ7xEtm #android","#Microsoft readies a tsunami of patches for #Windows, IE, Office http://t.co/EXgOZjapK1",3,postive,Choice4,Choice4,Choice4,Choice4,Choice4,Choice6,Choice4,Choice4,Choice6,Choice3,,,
27GN5F3Q0JG5Z2RTQHPBD9F9U9AGCF,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:33 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:33 GMT 2013,,,2P30HFL42J1L49DHLNYM9IGFS1TM19,A3B474LIYGQ6DO,Approved,Wed Sep 18 06:11:01 GMT 2013,Wed Sep 18 06:12:45 GMT 2013,Wed Sep 18 14:12:45 GMT 2013,2013/09/18 14:15:17 +0000,,,104,100% (27/27),100% (27/27),100% (27/27),RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,"Customer Analysis Software for Microsoft Excel http://t.co/EiyXhJakZQ""",Fans ! September deals on #Microsoft #Surface ! Check out the full details here &gt; http://t.co/6KHtdUhCPD #TMProducts,RT @Jalasvirta: Four Ways Microsofts Nokia Deal Might Succeed in the Long Run http://t.co/snkzQaRvPR &gt;@TechReview,"RT @OverdriveMG: Xbox Music Expands to iOS, Android: Xbox Music is breaking out of the Microsoft box. The on-demand... http://t.co/1xQlZvpq","RT @yaboybillnye: most recent google searches: ""infinite dimensions theory"" ""dopest animal hybrids"" ""Jane Goodall nip slip?"" ""how do I open","New post: Microsoft launches Xbox Music across iOS and Android, adds free streaming on the Web http://t.co/1izonSlmFu",Read Ballmers Letter About Nokia Deal -  Microsoft CEO Steve Ballmer sent the following letter to Microsoft... http://t.co/gsuTnNO3IZ,"With Android plateauing, can Microsoft take advantage? - Indian Express http://t.co/c7mGQ7xEtm #android","#Microsoft readies a tsunami of patches for #Windows, IE, Office http://t.co/EXgOZjapK1",3,postive,Choice5,Choice4,Choice3,Choice4,Choice5,Choice6,Choice5,Choice3,Choice6,Choice3,NICE ATTEMPT,,
29E6NG1FS3NYTNG4TM6Z1ZL2Z8HZL2,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:33 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:33 GMT 2013,,,2G2UC26DG67D7181E0B0LOK2RYK6DC,A2RYLSV8FIZS0D,Approved,Wed Sep 18 06:35:42 GMT 2013,Wed Sep 18 06:37:27 GMT 2013,Wed Sep 18 14:37:27 GMT 2013,2013/09/18 14:40:17 +0000,,,105,100% (21/21),100% (21/21),100% (21/21),"If you can't comprehend Microsoft Word, I can't with you","Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/4EDGFBBUKp",@FinancialXpress windows 8 is a gamechanger looks interesting if kitkat fails and Microsoft comes with impt future is competitive.,"RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t.",someday I will replace Bill Gates at Microsoft Corp. and I'm believe it,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,microsoft office 2007  windows xp torrent:   -   !   ... http://t.co/EkjKr5JnQo,Microsoft Menangkan Paten Lawan Motorola | KOMPAS TEKNO http://t.co/OxKhyVAHzC #CCR,Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/sEc0ob4WFz,2,positive,Choice2,Choice3,Choice3,Choice3,Choice6,Choice6,Choice2,Choice3,Choice6,Choice3,,,
29E6NG1FS3NYTNG4TM6Z1ZL2Z8HZL2,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:33 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:33 GMT 2013,,,2HWJ79KQW618T8B0B03DD5XCMD5JLA,AFAJMHG41F7Q9,Approved,Wed Sep 18 06:56:18 GMT 2013,Wed Sep 18 06:57:55 GMT 2013,Wed Sep 18 14:57:55 GMT 2013,2013/09/18 15:00:17 +0000,,,97,100% (26/26),100% (26/26),100% (26/26),"If you can't comprehend Microsoft Word, I can't with you","Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/4EDGFBBUKp",@FinancialXpress windows 8 is a gamechanger looks interesting if kitkat fails and Microsoft comes with impt future is competitive.,"RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t.",someday I will replace Bill Gates at Microsoft Corp. and I'm believe it,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,microsoft office 2007  windows xp torrent:   -   !   ... http://t.co/EkjKr5JnQo,Microsoft Menangkan Paten Lawan Motorola | KOMPAS TEKNO http://t.co/OxKhyVAHzC #CCR,Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/sEc0ob4WFz,2,positive,Choice4,Choice4,Choice3,Choice4,Choice3,Choice4,Choice4,Choice3,Choice4,Choice4,,,
29E6NG1FS3NYTNG4TM6Z1ZL2Z8HZL2,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:33 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:33 GMT 2013,,,2UO4ZMAZHHRRRJV628EV0H1KP8QBKD,A2FX9JQSS8NL7K,Approved,Wed Sep 18 06:21:24 GMT 2013,Wed Sep 18 06:22:02 GMT 2013,Wed Sep 18 14:22:02 GMT 2013,2013/09/18 14:25:16 +0000,,,38,100% (27/27),100% (27/27),100% (27/27),"If you can't comprehend Microsoft Word, I can't with you","Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/4EDGFBBUKp",@FinancialXpress windows 8 is a gamechanger looks interesting if kitkat fails and Microsoft comes with impt future is competitive.,"RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t.",someday I will replace Bill Gates at Microsoft Corp. and I'm believe it,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,RT @TheNextWeb: Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/jHBBjsrgTS by @kaylenehong,microsoft office 2007  windows xp torrent:   -   !   ... http://t.co/EkjKr5JnQo,Microsoft Menangkan Paten Lawan Motorola | KOMPAS TEKNO http://t.co/OxKhyVAHzC #CCR,Xbox Music lands on iOS and Android devices as Microsoft rolls out free Web streaming http://t.co/sEc0ob4WFz,2,positive,Choice1,Choice5,Choice3,Choice4,Choice2,Choice4,Choice1,Choice3,Choice4,Choice3,,,
2P4Z9O9Z6KW45QF5V2IRUFQ0Q463CV,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:33 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:33 GMT 2013,,,2D9VWAVKI62NPU77LNQ9IQH6J44IQN,A2PD2KNS6LE5V0,Approved,Wed Sep 18 07:12:02 GMT 2013,Wed Sep 18 07:13:28 GMT 2013,Wed Sep 18 15:13:28 GMT 2013,2013/09/18 15:15:16 +0000,,,86,100% (14/14),100% (14/14),100% (14/14),"Great results, awesome rewards just for searching with Bing. Join @BingRewards! I'll get a nice bonus too: http://t.co/KkFZQbE5hz","RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t.",Bon voyage #SteveBallmer under whose hamhanded management #Microsoft has so badly faltered and lost major market share to #APL,"RT @deniseleeyohn: Samsung Vs Microsoft http://t.co/Dru1j2uqXM via @scottdavisshift |""clarity in positioning pushes all of us into new &amp; im",would be cool if #Sony &amp; #Microsoft could use same online formats for multiplayer games. Then don't need same system for online multiplayer.,Microsoft Takes Xbox Music to Rival Devices http://t.co/8TZpNtwgmO,( o)- RT @liputan6dotcom: Microsoft Pangkas Harga Nokia Lumia 1020 Hingga Rp 1 Jutaan http://t.co/0M8uZzoD1B,"""@CBSDenver: RT @CBSNews: Microsoft buying Nokia's devices, services unit for $7.2B http://t.co/tPgsjRpl7k""","Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/XAMCFSVRRm #android","With Android plateauing, can Microsoft take advantage? - Indian Express http://t.co/PymgxOHrrL #android",2,negative,Choice4,Choice3,Choice3,Choice4,Choice3,Choice3,Choice4,Choice3,Choice3,Choice2,,,
2P4Z9O9Z6KW45QF5V2IRUFQ0Q463CV,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:33 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:33 GMT 2013,,,2HIEOZFYQS1CYXRUTIID14IC9YGLI0,AH1OF8SMYHFGO,Approved,Wed Sep 18 06:40:57 GMT 2013,Wed Sep 18 07:00:04 GMT 2013,Wed Sep 18 15:00:04 GMT 2013,2013/09/18 15:00:17 +0000,,,1147,100% (31/31),100% (31/31),100% (31/31),"Great results, awesome rewards just for searching with Bing. Join @BingRewards! I'll get a nice bonus too: http://t.co/KkFZQbE5hz","RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t.",Bon voyage #SteveBallmer under whose hamhanded management #Microsoft has so badly faltered and lost major market share to #APL,"RT @deniseleeyohn: Samsung Vs Microsoft http://t.co/Dru1j2uqXM via @scottdavisshift |""clarity in positioning pushes all of us into new &amp; im",would be cool if #Sony &amp; #Microsoft could use same online formats for multiplayer games. Then don't need same system for online multiplayer.,Microsoft Takes Xbox Music to Rival Devices http://t.co/8TZpNtwgmO,( o)- RT @liputan6dotcom: Microsoft Pangkas Harga Nokia Lumia 1020 Hingga Rp 1 Jutaan http://t.co/0M8uZzoD1B,"""@CBSDenver: RT @CBSNews: Microsoft buying Nokia's devices, services unit for $7.2B http://t.co/tPgsjRpl7k""","Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/XAMCFSVRRm #android","With Android plateauing, can Microsoft take advantage? - Indian Express http://t.co/PymgxOHrrL #android",2,negative,Choice6,Choice3,Choice3,Choice4,Choice3,Choice4,Choice6,Choice3,Choice4,Choice2,,,
2P4Z9O9Z6KW45QF5V2IRUFQ0Q463CV,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:33 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:33 GMT 2013,,,2JZ46OQ1SNQQDUBDEQSQTCNR9MB5P8,AFAJMHG41F7Q9,Approved,Wed Sep 18 06:47:15 GMT 2013,Wed Sep 18 06:49:03 GMT 2013,Wed Sep 18 14:49:03 GMT 2013,2013/09/18 14:50:16 +0000,,,108,100% (26/26),100% (26/26),100% (26/26),"Great results, awesome rewards just for searching with Bing. Join @BingRewards! I'll get a nice bonus too: http://t.co/KkFZQbE5hz","RT @liputan6dotcom: Wow, Microsoft Pangkas Harga Nokia Lumia Hingga Rp 1 Jutaan. Tertarik?  http://t.co/ru4OWuOWJV via @Lip6Tekno http://t.",Bon voyage #SteveBallmer under whose hamhanded management #Microsoft has so badly faltered and lost major market share to #APL,"RT @deniseleeyohn: Samsung Vs Microsoft http://t.co/Dru1j2uqXM via @scottdavisshift |""clarity in positioning pushes all of us into new &amp; im",would be cool if #Sony &amp; #Microsoft could use same online formats for multiplayer games. Then don't need same system for online multiplayer.,Microsoft Takes Xbox Music to Rival Devices http://t.co/8TZpNtwgmO,( o)- RT @liputan6dotcom: Microsoft Pangkas Harga Nokia Lumia 1020 Hingga Rp 1 Jutaan http://t.co/0M8uZzoD1B,"""@CBSDenver: RT @CBSNews: Microsoft buying Nokia's devices, services unit for $7.2B http://t.co/tPgsjRpl7k""","Microsoft Expands Xbox Music Service to Android, Apple Devices - Businessweek http://t.co/XAMCFSVRRm #android","With Android plateauing, can Microsoft take advantage? - Indian Express http://t.co/PymgxOHrrL #android",2,negative,Choice4,Choice3,Choice3,Choice4,Choice5,Choice5,Choice4,Choice3,Choice5,Choice2,,,
2SOBFMFFOYYIZ5YPTY7E1C0RZD7ZM4,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:33 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:33 GMT 2013,,,299HRRLFQ0ONTZWNF58OIEGRJROQH1,AH1OF8SMYHFGO,Approved,Wed Sep 18 06:40:45 GMT 2013,Wed Sep 18 06:58:07 GMT 2013,Wed Sep 18 14:58:07 GMT 2013,2013/09/18 15:00:17 +0000,,,1042,100% (31/31),100% (31/31),100% (31/31),Microsoft doubles down on Xbox Music with revamped service  including iOS and Google Play apps http://t.co/RyNXyOswPx #tech,Microsoft Launches Xbox Music on Web for Free http://t.co/KWudO51hsL,Microsoft Turunkan Harga Nokia Lumia 1020 Di Amerika http://t.co/HIN3fncaZK #JNinfo,"I've been sitting at my laptop for an hour &amp; a half now, attempting to write a paper. I haven't even opened Microsoft Word yet. #distracted",#ChongqingJobs Associate Test Consultant Job: Microsoft - Chongqing - Job Category:... http://t.co/IdY7psJMyZ #Job #Chongqing #Jobs,"RT @MSFTnews: Microsoft brings @Xbox Music to iOS and Android devices, plus free streaming on the Web. http://t.co/zbMiNyv5PO",I have to use microsoft word for something due tomorrow and i dont have microsoft word....,Now only  69.99. Far more savings now for Microsoft Windows 8 - 64-bit - 1 PC - DVD. http://t.co/YVo11ctSaB,Info Cash: Make easy money online by legally exploiting the new Facebook and Microsoft search engine. http://t.co/mZs6IS7Mfn,Microsoft launches Xbox Music on Web for free http://t.co/TBwuLqJpaP,7,positive,Choice4,Choice4,Choice3,Choice4,Choice3,Choice4,Choice4,Choice3,Choice4,Choice5,,,
2SOBFMFFOYYIZ5YPTY7E1C0RZD7ZM4,2S6PGFL6VCPW5DWTRH9O41S7SRT6LA,Label the sentiment of each tweet about Microsoft,"In this job, you will be presented with tweets about Microsoft. We need you to review the tweets and classify each tweet's sentiment.",twitter sentiment analysis microsoft positive neutral negative,$0.05 ,Wed Sep 18 05:26:33 GMT 2013,3,BatchId:1270462;,1800,28800,Wed Sep 25 05:26:33 GMT 2013,,,2JCSSZVXX2Q4BYZQ49PGWIW1VCRO6R,A3C3GL62N7ITA9,Approved,Wed Sep 18 07:27:04 GMT 2013,Wed Sep 18 07:27:45 GMT 2013,Wed Sep 18 15:27:45 GMT 2013,2013/09/18 15:30:18 +0000,,,41,100% (12/12),100% (12/12),100% (12/12),Microsoft doubles down on Xbox Music with revamped service  including iOS and Google Play apps http://t.co/RyNXyOswPx #tech,Microsoft Launches Xbox Music on Web for Free http://t.co/KWudO51hsL,Microsoft Turunkan Harga Nokia Lumia 1020 Di Amerika http://t.co/HIN3fncaZK #JNinfo,"I've been sitting at my laptop for an hour &amp; a half now, attempting to write a paper. I haven't even opened Microsoft Word yet. #distracted",#ChongqingJobs Associate Test Consultant Job: Microsoft - Chongqing - Job Category:... http://t.co/IdY7psJMyZ #Job #Chongqing #Jobs,"RT @MSFTnews: Microsoft brings @Xbox Music to iOS and Android devices, plus free streaming on the Web. http://t.co/zbMiNyv5PO",I have to use microsoft word for something due tomorrow and i dont have microsoft word....,Now only  69.99. Far more savings now for Microsoft Windows 8 - 64-bit - 1 PC - DVD. http://t.co/YVo11ctSaB,Info Cash: Make easy money online by legally exploiting the new Facebook and Microsoft search engine. http://t.co/mZs6IS7Mfn,Microsoft launches Xbox Music on Web for free http://t.co/TBwuLqJpaP,7,positive,Choice5,Choice3,Choice3,Choice4,Choice4,Choice4,Choice5,Choice3,Choice4,Choice2,,,
